Prompt,Response,Label
புணரியல் ஒரு விளக்கம்,"புணரியல் என்பது மொழியில் வழங்கும் ஒலியன்கள் (phonemes) அவற்றின் பகிர்வு (phonemic distribution) ஆகியவற்றை அடிப்படையாகக் கொண்டு உருபன்களுக்குரிய (morphemes) அடிப்படை வடிவங்களையும், அடிநிலைக் கிளவிகளையும், அக் கிளவிகள் மாற்றம் பெற்றுவரும் மாற்றுருபுகளையும் (allomorphs) விளக்குவதாகும்.

இன்றைய தமிழில் ஒலியன்கள், ஒலியன்களின் வருகை, அடிநிலைக் கிளவிகள், மாற்றுருபுகள் ஆகியன எல்லா நிலைகளிலும் புது விதிகள் தோன்றி வருவதைச் சில சான்றுகள் மூலம் தெரிந்துகொள்ள முடிகிறது.

எழுத்துகளின் எண்ணிக்கை புணரியல் இலக்கணத்தோடு தொடர்புடையது. சான்றாக வல்லெழுத்துகளில் (க,ச,ட,த,ப) சகரம் நீங்கலாக ஏனைய நான்கு வல்லெழுத்துகளைச் சொல்லுக்கு இறுதியில் குரல் இலா ஒலியையும், குரல் உடைய ஒலியையும் குறிப்பதாகப்     பயன்படுத்துவதால் புணர்ச்சியில் இரண்டு ஒலிகளுக்கும் வேறுபாடு காணப்படுகிறது.

சான்று:

     ‘டேப்’ (குரல் இலா ஒலி) [te:p] /tape/
     ‘பல்ப்’ (குரல் உடைய ஒலி) [balb] /bulb/",
புணரியல் பற்றி ஒரு குறிப்பு,"தமிழ் இலக்கணத்தில் புணரியல் பெறும் இடம் பற்றி எவர் ஒருவராலும் புரிந்துகொள்ள முடிகிறது. பழைய மரபைப் பின்பற்றி எழுந்த மரபிலக்கணங்கள் புணர்ச்சியைப் பற்றி எழுத்து இலக்கணத்தில் பெருவாரியாகக் குறிப்பிட்டுள்ளன. அவ்வாறு சொல்லக் கூடிய தொல்காப்பியம், நன்னூல் போன்ற இலக்கண நூல்கள் பெரும் பகுதியை ஆக்கிரமித்துள்ளன எனலாம். ஆனால் தற்காலத்தில் எழுந்துள்ள நூல்களில் அது போன்ற பெரும் பகுதியைக் காண முடிவதில்லை. குறிப்பாகச் சொல்ல வேண்டும் என்றால் கால்டுவெல்லின் ‘திராவிட மொழிகளின் ஒப்பிலக்கண’த்திலும் மு.வ.வின் மொழி நூலிலும் சிறிதளவே புணர்ச்சியைப் பற்றிக் கூறப்பட்டு இருக்கிறது.",
புணர்ச்சி என்றால் என்ன?,"நிலைமொழி ஈறும் வரும்மொழி முதலும் புணர்தலைப் புணர்ச்சி என்கிறோம். அதாவது ஒரு சொல்லின் கடைசி எழுத்தும் அதனை அடுத்துவரும் சொல்லின் முதல் எழுத்தும் ஒன்றாகச் சேருவதைப் புணர்ச்சி என்பர்.

சான்று:

     மரம் + கள் = மரங்கள்",
புணர்ச்சியின் வகைப்பாடுகள்,"தொல்காப்பியர் புணர்ச்சியை இரண்டாகப் பிரித்துக் காட்டுகின்றார். அவை,

     1. வேற்றுமைப் புணர்ச்சி,
     2. அல்வழிப் புணர்ச்சி

என்பனவாகும்.

     வேற்றுமை குறித்த புணர்நிலை மொழியும்
     வேற்றுமை அல்வழிப் புணர்நிலை மொழியும்
             (தொல்.எழுத்து.113)

நிலைமொழி ஈறும், வரும்மொழி முதலும் புணர்வன எனப் பார்த்தோம். அவ்வகையில் நான்கு நிலைகளைக் காண முடிகின்றது.

     1. உயிர் + உயிர்      2. உயிர் + மெய்      3. மெய் + உயிர்      4. மெய்+ மெய்.

இவற்றையே தொல்காப்பியர் உயிர் ஈறு முன் உயிர் முதல், உயிர் ஈறு முன் மெய் முதல் என்றும், மெய் ஈறு முன் உயிர் முதல், மெய் ஈறு முன்     மெய் முதல் என்றும்     விளக்குவார். தொல்காப்பியர் கூறாத புணர்ச்சி விதிகள்     பல     வீரசோழியத்தில் கூறப்படுகின்றன. இடைக்கால இலக்கியத்தையும், பேச்சுவழக்கையும் நன்கு ஆராய்ந்து     புணர்ச்சி விதிகளைக்     கூறியிருக்கின்றார் வீரசோழிய ஆசிரியர்.",
மொழியிறுதி மெய்கள் புள்ளிபெறுதல்,"அவற்றுள்
மெய்யீ றெல்லாம் புள்ளியொடு நிலையல்.
இஃது, மேற்கூறியவாற்றான் தனிமெய்யும் முதலாவான் சென்றதனை விலக்கலின் மாறியது விளக்கம் நுதலிற்று.

அவற்றுள்-மேல் மெய்யும் உயிரும் என்று கூறிய இரண்டினுள், ஈறு மெய்யெல்லாம் புள்ளியொடு நிலையல் - மொழிக்கு ஈறாய மெய்யெல்லாம் புள்ளி பெறுதலோடு நிற்கும் ; முதலாயவையெல்லாம் புள்ளியிழந்து நிற்கும்.

மரம் என வரும்.

மொழிமுதல் மெய் புள்ளியொடு நில்லா தென்னாது, ஈறெல்லாம் புள்ளியொடு நிலையல் என ஈற்றின்மேல் வைத்துக் கூறியவதனால் அவ்வீற்றின் மெய் உயிர் முதன்மொழி வந்த இடத்து அஃது ஏற இடங்கொடுக்குமென்பது பெறப்பட்டது.",
குற்றுகரம் ஒற்றெழுத்தொத்தல்,"குற்றியலுகரமும் அற்றென மொழிப.

1இஃது, ஈற்றிற் குற்றியலுகரத்திற்கு ஓர் கருவி கூறுதல் நுதலிற்று.

குற்றியலுகரமும் அற்று என மொழிப - ஈற்றிற் குற்றியலுகரமும் (புள்ளி யீறுபோல உயிரேற இடம் கொடுக்கும்) அத்தன்மைத்து என்று சொல்லுவர்.

2இம் மாட்டேறு ஒருபுடைச்சேறல் எனவுணர்க.

(3)

1. இம் மாட்டேறு ஒருபடைச் சேறல் புள்ளி பெறாமையின், அங்ஙனம் உயிரேறுங்காற் குற்றுகரம் கெட்டுப்போகநின்ற ஒற்றின் மேல் உயிரேறிற்றென்று கொள்ளற்க. நாகரிதென்புழி முன்னர்க் குற்றுகர வோசையும் பின்னர் உயிரோசையும் பெற்று அவ்விரண்டும் கூடிநின்றல்லது அப்பொருளுணர்த்த லாகாமையின், இஃது உயிரோடுங் கூடி நிற்கும் என்றார். (நச்)

2. குற்றியலுகரமும் மெய்யீறுபோலப் புள்ளிபெறும் என்பதே போந்த பொருளாம். ""மெய்யி னியற்கை புள்ளியொடு நிலையல்"" ""எகர ஒகரத் தியற்கையும் அற்றே"" என்று ஆசிரியர் மாட்டியவிடத்தும் எகர ஒகரம் புள்ளி பெறுமென்பதே கருத்தாதல் தெளிவாம். ஆதலால், இளம்பூரணரும், நச்சினார்க்கினியரும் குற்றியலுகரம் புள்ளியீறுபோல உயிரேற இடம் கொடுக்குமென்று உரை கூறுவது மாட்டேற்றுக்கு முற்றிலும் பொருந்தாது.இதுவே பேராசிரியர்க்கும் சிவஞானமுனிவர்க்கும் சங்க யாப்புடையார்க்கும் கருத்தாம். ""தொல்லை வடிவின புள்ளி"" என்னும் நன்னூல் நூற்பாவுரையில் ""ஆண்டு என்ற மிகையானே... குற்றுகர குற்றிகரங்களுக்கு மேற்புள்ளி கொடுப்பாரும் உளரெனக் கொள்க"". என்று மயிலைநாதர் கூறுவதும் காண்க.(பாவாணர்)

",
உயிர்மெய் யீறு உயிரீற்றது,"உயிர்மெய் யீறு உயிரீற் றியற்றே

இஃது, மேல் ""மெய்யே யுயிரென் றுயீரியல"" (புணரியல் - 1) என்றதற்கு ஓர் புறனடை கூறுதல் நுதலிற்று.

உயிர்மெய் ஈறும் உயிர் ஈற்று இயற்று- உயிர்மெய் மொழியீற்றில் நின்றதுவும் உயிரீற்றின் இயல்பையுடைத்து-இடையில் நின்றதுவும் உயிரீற்றின் இயல்பையுடைத்து-இடையில் நின்றதுவும் உயிரின் இயல்பையுடைத்து.

ஈறும் இடையும் உயிருள் அடங்குமெனவே, முதல் மெய்யுள் அடங்கும் என்பதாயிற்று.

இதனால், விள முதலிய உயிர்மெய் ஈறெல்லாம் அகரவீறு முதலிய உயிரீற்றுள் அடங்கிப் புணர்ச்சிபெறுவன வாயின. வரகு என்புழி இடைநின்ற ரகர உயிர்மெய் அகரமாய் உயிர்த்தொடர் மொழி யெனப்பட்டது.

ஈண்டு உயிர்மெய் ஒற்றுமை நயத்தான் உயிர்மெய்யென வேறு ஓர் எழுத்தாவதன்றி, ஈறும் இடையும் உயிரென ஓரெழுத்தாயும் முதல் மெய்யென ஓரெழுத்தாயும் நின்றதாயிற்று.

இத்துணையும் ஒரு மொழி யிலக்கணங் கூறலின் மொழிமரபின் ஒழிபாயிற்று.

",
புணர்ச்சிக்குரிய இருமொழிகளின் இயல்பு,"உயிரிறு சொல்முன் உயிர்வரு வழியும்
உயிரிறு சொல்முன் மெய்வரு வழியும்
மெய்யிறு சொல்முன் உயிர்வரு வழியும்
மெய்யிறு சொல்முன் மெய்வரு வழியுமென்று
இவ்வென அறியக் கிளக்குங் காலை
நிறுத்த சொல்லே குறித்துவரு கிளவியென்று
ஆயீ ரியல புணர்நிலைச் சுட்டே.

இஃது, மேற்கூறும் புணர்ச்சி மும்மொழிப் புணர்ச்சியாகாது, இரு மொழிப்புணர்ச்சி யாமென்பதூஉம், அவை எழுத்துவகையான் நான்காமென்பதூஉம் உணர்த்துதல் நுதலிற்று.

உயிர் இறு சொல் முன் உயிர் வரு வழியும் - உயிரீற்றுச் சொல்முன் உயிர்முதல்மொழி வரும் இடமும்; உயிர் இறு சொல்முன் மெய் வரு வழியும்- உயிரீற்றுச் சொல்முன், மெய்ம் முதல் மொழிவரும் இடமும், மெய் இறு சொல்முன் உயிர்வரு வழியும்-மெய்யீற்றுச் சொல்முன் உயிர்முதல் மொழி வரும் இடமும், மெய் இறு சொல்முன் மெய் வரு வழியும்-மெய்யீற்றுச் சொல்முன் மெய்ம்முதல் மொழி வரும் இடமும், இவ் என அறிய- (அப் புணர்ச்சிவகை) இவையென அறிய, கிளக்கும் காலை-ஆசிரியர் சொல்லுங்காலத்து, நிறுத்த சொல் குறித்து வரு கிளவி என்று அ ஈர் இயல-இவை நிறுத்த சொல்லும் அதன் பொருண்மையைக் குறித்துவரும் சொல்லுமாகிய அவ்விரண்டு இயல்பையுடைய, புணர்நிலைச் சுட்டு-புணரும் நிலைமைக்கண்.

எ-டு ; ஆஈ, ஆ வலிது, ஆல் இலை. ஆல் வீழ்ந்தது எனக் கண்டு கொள்க.

விளவினைக் குறைத்தான் என்பது அவ்வுருபு குறித்துவரு கிளவியை நிலைமொழியுள் அடக்கி இருமொழிப்புணர்ச்சியாய் நின்றவாறு அறிக.

",
புணர்தலின் இயல்பு,"அவற்றுள்
நிறுத்த சொல்லின் ஈறா கெழுத்தொடு
குறித்துவரு கிளவி முதலெழுத் தியையப்
பெயரொடு பெயரைப் புணர்க்குங் காலும்
பெயரொடு தொழிலைப் புணர்க்குங் காலும்
தொழிலொடு பெயரைப் புணர்க்குங் காலும்
தொழிலொடு தொழிலைப் புணர்க்குங் காலும்
மூன்றே திரிபிடன் ஒன்றே இயல்பென
ஆங்கந் நான்கே மொழிபுணர் இயல்பே.

இஃது, மேற்கூறும் புணர்ச்சிவகையான் நான்கா மென்பதூஉம், அவை சொல்வகையான் நான்காமென்பதூஉம், புணர்வது சொல்லும், சொல்லுமேயன்றி, எழுத்தும் எழுத்துமென்பதூஉதறும் உணர்த்துதல் நுதலிற்று.

அவற்றுள்-நிலைமொழி வருமொழி யெனப்பட்டவற்றுள், நிறுத்த சொல்லின் ஈறு ஆகும் எழுத்தொடு குறித்து வரு கிளவி முதல் எழுத்து இயைய-நிறுத்த சொல்லினது ஈறாகின்ற எழுத்தினோடு அதனைக் குறித்து வருகின்ற சொல்லினது முதலெழுத்துப் பொருந்த, பெயரொடு பெயரை புணர்க்கும் காலும்-பெயர்ச் சொல்லொடு பெயர்ச் சொல்லைப் புணர்க்கும் காலத்தும், பெயரொடு தொழிலை புணர்க்கும் காலும்-பெயர்ச் சொல்லொடு வினைச்சொல்லைப் புணர்க்கும் காலத்தும், தொழிலோடு பெயரை புணர்க்கும் காலும்-வினைச் சொல்லொடு பெயர்ச்சொல்லைப் புணர்க்கும் காலத்தும், தொழிலொடு தொழிலை புணர்க்கும் காலும்- வினைச்சொல்லொடு வினைச்சொல்லைப் புணர்க்கும் காலத்தும், திரிபு மூன்று இயல்பு ஒன்று என அ நான்கே மொழிபுணர் இயல்பு-திரியும் இடம் மூன்றும் இயல்பு ஒன்றும் ஆகிய அந் நான்கே மொழிகள் தம்மிற் புணரும் இயல்பு.

எ - டு: சாத்தன் கை, சாத்தன் உண்டான், வந்தான் சாத்தன், வந்தான் போயினான் எனக் கண்டுகொள்க.

இடையும் உரியும் பெயர் வினைகளை அடைந்தல்லது தாமாக நில்லாமையின், பெயர் வினைகட்கே புணர்ச்சி கூறப்பட்டது.

",
புணர்ச்சியின் மூவுகைத் கிரிபுகள்,"அவைதாம்
மெய்பிறி தாதல் மிகுறல் குன்றலென்று
இவ்வென மொழிப திரியு மாறே.

இஃது, மேற்கூறிய திரிபு மூன்றும் ஆமாறு உணர்த்துதல் நுதலிற்று.

அவைதாம் - அத் திரிபுதான், மெய்பிறிது ஆதல் மிகுதல் குன்றல் என்று இவ் என மொழிப திரியும் ஆறு- மெய்பிறிதாதலும் மிகுதலும் குன்றலுமாகிய இவை எனச் சொல்லுவர் திரியும் நெறியினை, இம் மூன்றும் அல்லாதது இயல்பென்று கொள்க.

எ - டு: பொற்குடம், யானைக்கோடு, மரவேர் என வரும்.

குவளை மலர் என்பது இயல்பு.

இப் புணர்ச்சி நான்கும் ஒரு புணர்ச்சிக்கண்ணே நிகழ்வு பெறுமென்பது உரையிற்கொள்க. மேல் ` இடம் ' (புணரியல் - 6) என்றதனால் , ஒரு புணர்ச்சிக்குத் திரிபு மூன்றனுள் ஒன்றாயினும் இரண்டாயினும் மூன்றாயினும் வரப்பெறும் எனக்கொள்க.

` மகத்தாற் கொண்டான் ' என்பது அம்மிகுதி இரண்டு வந்தது. ` நீயிர் குறியிர் ' என்பது அம்மிகுதி மூன்று வந்தது. பிறவும் அன்ன.

",
அடைமொழிகளோடு புணர்தல்,"நிறுத்த சொல்லுங் குறித்துவரு கிளவியும்
அடையொடு தோன்றினும் புணர்நிலைக் குரிய.

இஃது, ""நிறுத்த சொல்லே குறித்துவரு கிளவி"" (புணரியல்-5) என்பதற்கு ஓர் புறனடை உணர்த்துதல் நுதலிற்று.

"" நிறுத்த சொல்லும் குறித்துவரு கிளவியும் - நிலைமொழியாக நிறுத்தின சொல்லும் அதனைக் குறித்து வரு சொல்லும் அடையொடு தான்றினும் புணர்நிலைக்கு உரிய - (தாமே வந்து புணர்வதன்றி) அவையிரண்டினும் ஓரோர் சொல்லடை வந்து ஒன்றித்தோன்றினும் புணர்நிலைக்கு உரிய.

(எ-டு) பதினாயிரத்தொன்று, ஆயிரத்தொருபஃது, பதினாயிரத்தொருபஃது எனவரும்.

ஈண்டு அடையென்றது உம்மைத் தொகையினையும் இரு பெயரொட்டுப் பண்புத்தொகையினையும1 என வுணர்க. அவை யல்லாத தொகைகளுள் வினைத்தொகையும். பண்புத்தொகையும் பிளந்து முடியாமையின் ஒருசொல் எனப்படும். அன்மொழித் தொகையும் தனக்கு வேறு ஓர் முடிபு இன்மையின். ஒருசொல் எனப்படும். இனி ஒழிந்த வேற்றுமைத்தொகையும் உவமைத் தொகையும் "" தன்னின முடித்தல் "" என்றதனான் ஈண்டு ஒருசொல் என்ப்படும்.

உண்டசாத்தன் வந்தான், உண்டுவந்தான் சாத்தன் என்பனவும் அவ்வாறே ஒருசொல் எனப்படும். பிறவும் அன்ன.

(8)

1.பன்னிரண்டுகண் என்னும்போது, பன்னிரண்டு என்பது பத்தும் இரண்டும் எனப் பொருள்படுவதால் உம்மைத் தொகை.

பதினாயிரத்தொன்று என்னும்போது, பதினாயிரம் என்பது பத்தாகிய ஆயிரம் எனப் பொருள்படுதலின் பண்புத்தொகையாம். ஆனால், இருபெயரொட்டுப் பண்புத் தொகையன்று. இருபெயரொட்டாயின் பத்து ஆயிரம் என்னும் சொற்கள் தனித்தனி நின்றும் ஒரு பொருளே யுணர்த்தல் வேண்டும். அங்ஙனம் உணர்த்தாமையும், பனைமரம் என்னும் இருபெயரொட்டுப் பண்புத் தொகையில் இரு சொல்லும் தனித்தனி ஒரே பொருளை உணர்த்துவதையும் நோக்குக.

மரக்கிளை என்னும் வேற்றுமைத் தொகை மரம்+கிளை என்றும், முத்துப்பல் என்னும் உவமைத்தொகை முத்து+ பல் என்றும் பிளந்து முடிதல் காண்க.

செந்தாமரை என்னும் பண்புத்தொகையும், கொல்களிறு என்னும் வினைத்தொகையும் திட்டமாக அல்லது தெளிவாக இரு சொல்லாய்ப் பிளந்து முடியாமையும் ஒரு சொற்றன்மைப்பட்டு நிற்றலும் காண்க.

அன்மொழித் தொகை என்றும் வெளிப்படாத சொல்லாய் ஏனைத்தொகைகளின் ஈற்றில் பிறத்தலானும் ஒரு சொற்றன்மைப்பட்டு நிற்றலானும் ஒரு சொல்லாம்.

உண்டசாத்தனாய் வந்தான். உண்டு வந்தவனாகிய சாத்தன் எனப்பொருள்படும்போது இவை ஒரு சொற்றன்மைப்படும் (பாவாணர்.)

",
மரூஉ மொழிப் புணர்ச்சி,"மருவின் தொகுதி மயங்கியல் மொழியும்
உரியவை உளவே புணர்நிலைச் சுட்டே.

இஃது, இலக்கண வழக்கேயன்றி மரூஉக்களும் புணர்க்கப்படும் என்பது உணர்த்துதல் நுதலிற்று.

மருவின் தொகுதி மயங்கு இயல் மொழியும் - (இலக்கண வழக்கேயன்றி) மரூஉத்திரளாகிய தலைதடுமாறாக மயங்கின இயல்பையுடைய இலக்கணத்தொடு பொருந்தின மரூஉவழக்கும். உரியவை உள புணர் நிலைச் சுட்டு - உரியன உள புணரும் நிலைமைக்கண்.

எ - டு: மீகண், முன்றில் என வரும்.

'நிலை' என்றதனான் இலக்கணத்தொடு பொருந்திய மரூஉ வழக்கல்லா மரூஉவழக்கும். புணர்க்கப்படும் எனக்கொள்க.

",
இருவகைப் புணர்ச்சி,"வேற்றுமை குறித்த புணர்மொழி நிலையும்
வேற்றுமை யல்வழிப் புணர்மொழி நிலையும்
எழுத்தே சாரியை ஆயிரு பண்பின்
ஒழுக்கல் வலிய புணருங் காலை.

இஃது,நால்வகைப்புணர்ச்சியுள் மிக்கபுணர்ச்சி இத்தன்மைத்தென்பதூஉம், அந் நால்வகைப்புணர்ச்சியும் வேறோராற்றான் இருவகையாமென்பதூஉம் உணர்த்துதல் நுதலிற்று.

வேற்றுமை குறித்த புணர்மொழி நிலையும் - வேற்றுமையது பொருண்மையினைக் குறித்த புணர் மொழியது நிலைமையும், வேற்றுமை அல்வழி புணர்மொழி நிலையும் - வேற்றுமையல்லாத அல்வழியிடத்துப் புணர்மொழியது நிலைமையும், எழுத்து சாரியை அ இரு பண்பின் ஒழுக்கல் வலிய - (மிக்க புணர்ச்சிக்கண்) எழுத்து மிகுதலும் சாரியை மிகுதலுமாகிய அவ்விரண்டு இலக்கணத்தானும் நடாத்துதலைத் தமக்கு வலியாகவுடைய, புணரும்காலை - அவை புணருங்காலத்து.

எ - டு: விளங்கோடு, மகவின்கை, விளக்குறிது, பனையின்குறை எனக் கண்டுகொள்க.

'ஒழுக்கல் வலிய' என்றதனான், எழுத்தும் சாரியையும் உடன் பெறுதல் கொள்க.

அவற்றுக்கோடு, கலத்துக்குறை என வரும்.

அல்வழி முற்கூறாதது வேற்றுமையல்லாதது அல்வழியென வேண்டலின் என்பது முன்னே `புணர்மொழி' என்று வைத்து, `புணருங்காலை' என்றதனாற் புணர்ச்சிக்கண்ணே வேற்றுமை அல்வழி என இரண்டாவது, அல்லாக்கால், வேற்றுமையெனவே படுமென்பது கொள்க. ஈண்டு அல்வழி யென்றது பெரும்பான்மையும் எழுவாயினை.

",
வேற்றுமை யுருபுகள்,"ஐஒடு குஇன் அதுகண் ணென்னும்
அவ்வா றென்ப வேற்றுமை யுருபே.

இஃது, மேல் வேற்றுமை யென்னப்பட்ட அவற்றது பெயரும், முறையும், தொகையும் உணர்த்துதல் நுதலிற்று.

ஐ ஒடு கு இன் அது கண் என்னும் - ஐ ஒடு கு இன் அது கண் என்று சொல்லப்படும், அஆறு என்ப வேற்றுமை உருபு - அவ்வாறும் என்று சொல்லுவர் வேற்றுமை யுருபுகளை.

இவ்வாறும் அல்லன வெல்லாம் அல்வழி எனப்படும். அவை எழுவாயும், விளியும், உவமத்தொகையும், உம்மைத்தொகையும், பண்புத் தொகையும், இருபெயரொட்டுப் பண்புத்தொகையும், முற்றும், இருவகை எச்சமும், இடையும், உரியும் என இவை.

",
வலிமுதலுருபு புணருநிலை,"வல்லெழுத்து முதலிய வேற்றுமை யுருபிற்கு
ஒல்வழி ஒற்றிடை மிகுதல் வேண்டும்.

இஃது, நான்காவதற்கும் ஏழாவதற்கும் உருபியலை நோக்கிற்றோர் கருவி உணர்த்துதல் நுதலிற்று.

வல்லெழுத்து முதலிய வேற்றுமை உருபிற்கு - வல்லெழுத்து முதலாகவுடைய வேற்றுமை யுருபிற்கு, ஒல்வழி ஒற்று இடை மிகுதல் வேண்டும் - பொருந்தின இடத்து வல்லொற்றாயினும் மெல்லொற்றாயினும் இடைக்கண் மிகுதல் வேண்டும்.

எ - டு: ஊர்க்கு , நீர்க்கு, ஊர்க்கண், நீர்க்கண் என வல்லெழுத்து மிக்கன. தங்கண், எங்கண் என மெல்லெழுத்து மிக்கன.

'ஒல்வழி' என்றதனால், அரசர்கண், பார்ப்பார்கண் என ஒற்று மிகா தனவும் கொள்க. ""மெய்பிறிதாதல்"" (புணரியல்-7) முதலாய நான்கு புணர்ச்சியும் உருபு புணர்ச்சிக்கண்ணும் எய்தலின், மெய் பிறிதாதலை எடுத்தோதாது மிக்கதனை எடுத்தோதிய வதனான், மிக்க புணர்ச்சி யல்லனவும் ஈண்டே கொள்க. பொற்கு, பொற்கண், ஆங்கண், ஈங்கண், ஊங்கண், அவற்கு, இவற்கு, நுங்கண், கொற்றற்கு, சாத்தற்கு என வரும்.

அவன்கண், சாத்தன்கண் என்புழி இயல்பும் இதனானே கொள்க.

",
அது உருபின் அகரம் கெடும்,"ஆறன் உருபின் அகரக் கிளவி
ஈறா ககரமுனைக் கெடுதல் வேண்டும்.

இஃது, ஆறாவதற்குத் தொகைமரபினை நோக்கியதோர் கருவி கூறதல் நுதலிற்று.

ஆறன் உருபின் அகரக்கிளவி- ஆறாம் வேற்றுமையாகிய அது என்னும் சொல்லிடத்து அகரமாகிய எழுத்து, ஈறு ஆகு அகரமுனை கெடுதல் வேண்டும் - [நெடுமுதல் குறுகும்] மொழியீற்று உளதாகின்ற அகரத்தின் முன்னர்த் தான் கெடுதல் வேண்டும்.

எ - டு: நமது, எமது, தனது, எனது, நினது என வரும்.

மேல் ஈறாகு அகரம் இதற்குத் தாராது, இவ்வுருபகரமே ஏறி முடிய அமைதலின், அது கேடாதல் வேண்டா எனின், நெடுமுதல் குறுகி விகாரப்பட்டு நின்ற மொழியாதலின் அதன்மேல் உருபகர மேறி முடியல் வேண்டா ராயினார் போலுமென்பது.1

(13)

1.இது நிலைமொழிக்கு ஓர் அகரம் பெறுமென விதியாது உருபு அகரம் ஏறிமுடியுமென விதித்தால் வரும் குற்றம் உண்டோ எனின் ? `நினவ கூறுவ வெனவ கேண்மதி' (புறம் 35) என்றாற் போல ஆறாவதற்குரிய அகர உருபின் முன்னரும் ஓர் அகர எழுத்துப்பேறு நிலைமொழிக்கண் வருதலுளதாகக் கருதினாராதலின், ஆறனுருபிற்கும் நான்கன் உருபிற்கும் பொதுவாக நிலைமொழிக்கண் அகரப்பேறு விதித்து அது வென்னும் ஒருமையுருபு வந்தால் ஆண்டுப் பெற்று நின்ற அகரத்தின் முன்னர் அது வென்பதன்கண் அகரங்கெடுகவென்று ஈண்டுக் கூறினாராதலின், அதற்கும் குற்றம் உண்டென்று உணர்க. (நச்.)

",
வேற்றுமை யுருபுகள் நிற்குமிடம்,"வேற்றுமை வழிய பெயர்புணர் நிலையே.

இஃது, வேற்றுமையுருபு பெயர்க்கண் நிற்குமாறு உணர்த்துதல் நுதலிற்று.

வேற்றுமை பெயர் வழிய புணர் நிலை-வேற்றுமை பெயர்களின் பின்னிடத்தன அவற்றோடு புணரும் நிலைமைக்கண்.

எ - டு: சாத்தனை, சாத்தனொடு என வரும்.

மேல் 1""உருபுநிலை திரியாது ஈறுபெயர்க் காகும்"" (வேற்றுமையியல்-8) என்கின்றாரன்றோ வெனின், பெயரொடு பெயர் முதலிய நால்வகைப் புணர்ச்சியையும் வேற்றுமை அல்வழியென இரண்டாக அடக்கலின், வினைவழியும் உருபு வருமென்பதுபட நின்றதாகலின் ஈண்டு இது கூறப்பட்டது.

(14)

1.""உருபுநிலை திரியா தீறுபெயர்க் காகும்"" என்பதை யுள்ளிட்ட சூத்திரத்தையும் அதன் உரையையும் எடுத்துக்காட்டையும் இதனடியிற் காண்க.

"" கூறிய முறையி னுருபுநிலை திரியாது
ஈறுபெயர்க் காகும் இயற்கைய வென்ப.""

(சொல்-வேற்றுமையியல்,8.)

இது, உருபேற்றலும் பெயரதிலக்கணமும் உணர்த்துதல் நுதலிற்று.

மேல் அவைதாம் பெயர், ஐ, ஒடு, கு, இன், அது, கண் என்றோதிய முறையாற் கிடந்த வுருபு முறைமையிற் றிரியாதே, பெயரதிற்றுக்கண் வந்து நிற்றல் இயல்பு என்றவாறு.

எ - டு: சாத்தனை, சாத்தனோடு, சாத்தற்கு, சாத்தனின், சாத்தனது, சாத்தன்கண் எனவரும், நிலைதிரியா தென்றது இவை இடைச் சொல்லாகலால் தம் ஈறு திரிதலென்னும் இலக்கணமுடைய கொல்லோவெனின்:- அவை யில வென்றற்குக் கூறினான் என்பது. அன்றியும் முன்னர் வேற்றுமை மயங்கியலுள் ""கு, ஐ, ஆவென வரூஉம் இறுதி அ ஒடு சிவணும்"" என்ற செய்யுட்கண் திரிபு கூறுபவாகலானும் அது சொல்லினார்.

",
"பெயர்களின் பெயர், முறை , தொகை","உயர்திணைப் பெயரே, அஃறிணைப்பெயரென்
றாயிரண் டென்ப பெயர்நிலைச் சுட்டே.

இஃது, வேற்றுமையோடும் புணரும் பெயர்கட்குப் பெயரும், முறையும் தொகையும் உணர்த்துதல் நுதலிற்று.

உயர்திணைப்பெயரே அஃறிணைப்பெயர் என்று அ இரண்டு என்ப- உயர்திணைப்பெயரும் அஃறிணைப்பெயருமாகிய அவ்விரண்டுமென்று சொல்லுப, பெயர் நிலை சுட்டு- பெயராகிய நிலைமையது கருத்தினை.

எ - டு:ஆடூஉ, மகடூஉ என்பன உயர்திணைப்பெயர். ஒன்று பல என்பன அஃறிணைப்பெயர்.

மற்ற விரவுப்பெயர் கூறாராயது என்னை யெனின்,மற்றது சாத்தன் வந்தான்; வந்தது ; எனப் புணர்ச்சிக்கண் பெரும்பான்மையும் ஒரு திணைப்பாற் படுதலின், அவ்விரண்டாக அடக்கிக் கூறினாரென்பது.

",
சாரியை வருமிடம்,"அவற்றுவழி மருங்கிற் சாரியை வருமே.

இஃது, சாரியை வரும் இடம் கூறுதல் நுதலிற்று.

அவற்றுவழி மருங்கின் சாரியை வரும்-அப் பெயர்களின் பின்னாகிய இடத்தின்கண்ணே சாரியை வரும்.

எ - டு: ஆடூஉவின் கை, மகடூஉவின் கை, பலவற்றுக் கோடு என வரும்.

",
